id,name,type,model,description,price,length_cm,height_cm,width_cm,weight_kg,technical_specs,technical_doc,confidence_score,retries_number
01K095RP5TZJXZ97J6K9RH91VP,AMPEG  - V-4B,Tête Basse,V-4B,"L'Ampeg V-4B est une tête d'ampli basse 100 watts entièrement à lampes offrant un son vintage chaleureux et organique avec un caractère tube distinctif. Il intègre un égaliseur 3 bandes avec sélection midrange à trois fréquences, des boost ultra haut/bas, et plusieurs sorties enceintes pour une flexibilité maximale, tout en restant plus léger qu'un SVT classique. Parfait pour les bassistes recherchant un son Ampeg authentique et dynamique avec une bonne polyvalence en scène.",3500,61.0,28.0,28.0,18.6,"{'Puissance': '100 W RMS', 'Réponse en fréquence': '14 Hz - 15 kHz (-3 dB)', 'Impédance de sortie': '1 x 8 ohms, 2 x 4 ohms, 2 x 2 ohms', 'Connectique': ['Entrée -15 dB', 'Entrée 0 dB', 'Sortie directe équilibrée', 'Préampli out / Puissance in', 'Sortie slave'], 'Tubes': {'Préampli': '2 x 12AX7', 'Pilotage': '1 x 12AX7, 1 x 12AU7', 'Puissance': '4 x 6L6GC'}, 'Égalisation': {'Bass': '+13 / -12 dB @ 40 Hz', 'Midrange': '+11 / -21 dB @ 220 Hz, 800 Hz, 3 kHz', 'Treble': '+14 / -17 dB @ 4 kHz', 'Ultra Lo': '+2 dB @ 40 Hz, -11 dB @ 500 Hz', 'Ultra Hi': '+7 dB @ 8 kHz'}, 'Rapport signal/bruit': '80 dB @ 1 kHz (20 Hz–20 kHz, non pondéré)', 'Gain maximum': '64 dB @ 1 kHz, correcteurs centrés'}",https://ampeg.com/data/6/0a020a41e58d5e0b91edd46ce/application/pdf/Owner%E2%80%99s%20Manual%20-%20English%20.pdf,95.98,N/A
01K095RRRRYE35FAV7W38NCBMS,AMPEG  - SVTII,Tête Basse,SVTII,"L'Ampeg SVT-II est une tête d'amplificateur basse à tubes, délivrant 300 watts RMS avec six tubes 6550 en puissance. Reconnu pour son son classique Ampeg riche et puissant, il offre une grande polyvalence grâce à un égaliseur graphique 9 bandes, un contrôle de médiums 5 positions, des commutateurs Ultra Low et Ultra High pour des ajustements précis, ainsi qu'un circuit de protection des tubes. Adapté aux grandes scènes, il combine fiabilité et tonalité dynamique très appréciée des professionnels.",3500,48.3,18.7,40.0,38.5,"{'Puissance de sortie': '300 W RMS à 2 et 4 Ohms', 'Type de tubes préamplificateurs': 'Quatre 12AX7, un 12AU7', 'Type de tubes driver': 'Un 12AX7, deux 12AU7', 'Type de tubes de puissance': 'Six 6550', 'Égalisation': '3 bandes de contrôle de tonalité + 5 bandes de réglage des médiums + égaliseur graphique 9 bandes', ""Fonctions d'égalisation particulières"": 'Boost ultra-bas (+3 dB à 40Hz), atténuation à 500Hz (-12 dB), boost ultra-haut (+8 dB à 8 kHz), boost bright (+7 dB à 2 kHz)', 'Sorties': ""Sortie ligne symétrique XLR, sortie preamp, entrée power amp, boucle d'effets, sortie esclavage"", 'Contrôles additionnels': ""Contrôle Tube Drive, sélecteur de 5 positions pour les médiums, inverseur ultra-bas et ultra-haut, pad d'entrée, switch bright, mute, sortie tuner"", 'Protection et fiabilité': 'Circuit de protection tubes, relais avec temporisation pour allumage, auto-resetting thermistor, ventilateur haute capacité, transformateurs surdimensionnés', 'Rapport signal/bruit': '80 dB typique', 'Gain total': '76 dB @1kHz avec niveaux au maximum et tonalités plates', 'Réponse en fréquence': '-3 dB à 30 Hz et 15 kHz', 'Dimensions rack': '19"" x 3.75"" x 15.75"" (Largeur x Hauteur x Profondeur)', 'Poids': '34 kg', 'Alimentation': '120 V AC, 60 Hz, 460 VA (des versions export existent pour 100/115/230 V, 50/60 Hz)'}",https://ampeg.com/pdf/SVT-II300.pdf,97.64,N/A
01K095RV9EDBX79HYAFWPCBHN5,AMPEG  - SVT-2 PRO,Tête Basse,SVT-2 PRO,"L'Ampeg SVT-2 PRO est un amplificateur de basse à lampes délivrant 300 watts RMS avec un son chaud et puissant, équipé d’un égaliseur graphique 9 bandes, d’un contrôle de médiums à 5 positions, et de fonctions pratiques comme le mute et l'input pad, pour une grande flexibilité tonale et un réglage précis. Ce modèle allie la légendaire richesse harmonique des SVT classiques à des améliorations modernes adaptées aux scènes professionnelles et tournées.",1299,48.3,18.7,40.0,31.75,"{'Puissance RMS': '300 W sous 2 ou 4 Ohms', 'Tubes préamplificateurs': '5 x 12AX7, 3 x 12AU7', 'Tubes amplification': '6 x 6550', 'Égaliseur tonalité': '3 bandes (Basse, Médium, Aigu)', 'Contrôle médiums': '5 positions (fréquences sélectionnables : 220, 450, 800, 1600, 3000 Hz)', 'Égaliseur graphique': '9 bandes, ±12 dB aux fréquences 40Hz, 90Hz, 180Hz, 300Hz, 500Hz, 1kHz, 2kHz, 4kHz, 10kHz, niveau ajustable +8/-10 dB', 'Boosts ultrabasses et ultrahautes': 'Oui (Ultra Low +3dB@40Hz / Ultra High +8dB@8kHz)', 'Autres filtres tonaux spéciaux': 'Bright +7dB @ 2kHz', 'Rapport signal/bruit': '80 dB typique', 'Connectique': 'Sortie ligne symétrique XLR, sortie ligne asymétrique 1/4"" avec contrôle de niveau et pré/post EQ, sortie preamp, entrée power amp, boucle d\'effets, tuner out, jack footswitch', 'Fonctions supplémentaires': ""Switch atténuateur d'entrée, mute, footswitch on/off pour EQ graphique et mute, bias tube réglable, protection tubes, indicateur pic entrée"", 'Dimensions et poids': '3 unités rack, 19""(L) x 7.375""(H) x 15.75""(P) ; 31,8 kg'}",https://ampeg.com/pdf/SVT-2PRO.PDF,97.68,3
01K095RXV9DGS3DYC22ECWPYAK,AMPEG  - SVT-3 PRO,Tête Basse,SVT-3 PRO,"L’Ampeg SVT-3 PRO est une tête d’ampli basse hybride de 450 watts combinant la chaleur des préamplis à lampes avec la puissance d’une section de puissance à transistors. Il se distingue par un contrôle de médiums à cinq positions offrant cinq fréquences centrales distinctes, une égalisation graphique 9 bandes pour un réglage précis du son, ainsi qu’un contrôle de saturation tubulaire pour modeler la tonalité. Compact et polyvalent, il est idéal pour les bassistes recherchant un son classique Ampeg avec une grande flexibilité de réglage.",1400,48.3,10.2,48.3,11.8,"{'Puissance de sortie RMS (8 ohms)': '275 W', 'Puissance de sortie RMS (4 ohms)': '450 W', ""Type d'amplification"": 'Préampli à tubes (3 x 12AX7), tubes driver (1 x 12AX7, 1 x 12AU7), amplificateur de puissance à transistors (solid-state)', 'Contrôles de tonalité': 'Contrôle des graves, médiums et aigus 3 bandes', 'Contrôle des médiums': '5 positions de fréquence centrale sélectionnable (220 Hz, 450 Hz, 800 Hz, 1.6 kHz, 3 kHz)', 'Égaliseur graphique': '9 bandes, ±10 dB', 'Boosts Ultra Low/High': 'Oui, boost Ultra Hi +6 dB @ 5 kHz, boost Ultra Lo +2 dB @ 40-50 Hz', 'Rapport signal/bruit': '80 dB (20 Hz–30 kHz, 1% THD+N)', 'Entrées': '1 x jack 1/4"" (instrument), 1 x jack 1/4"" (power amp)', 'Sorties': '1 x speakON, 2 x jack 1/4"" (haut-parleur), 1 x XLR DI équilibré (pré/post avec ground lift et réglage de niveau), tuner out', ""Boucle d'effets"": 'Oui', 'Sortie préampli / entrée amplificateur de puissance': 'Oui', 'Autres commandes': 'Tube Drive Control, Input Pad, Bright Switch, Mute Switch, Input Peak LED', 'Consommation électrique': '~390 W', 'Plage de réglage des graves': '±12 dB @ 50 Hz', 'Plage de réglage des médiums': '±15 dB aux fréquences sélectionnables', 'Plage de réglage des aigus': '+14 / –19 dB @ 5 kHz'}",https://ampeg.com/pdf/SVT-3PRO_OM.pdf,94.49,N/A
01K095S0BJTNRQRT1RAG22PF38,AMPEG - SVT-4 PRO,Tête Basse,SVT-4 PRO,"L’Ampeg SVT-4 PRO est une tête d’amplification hybride puissante et polyvalente, délivrant jusqu’à 1200 watts en mode mono-bridge et 600 watts par canal en stéréo. Elle combine trois tubes 12AX7 en préampli pour une richesse sonore typique Ampeg avec une amplification en état solide, offrant un son chaud et puissant. Son égaliseur graphique 9 bandes, son contrôle de fréquence médium à 5 positions et ses options de boost ultra grave et aigu permettent une grande flexibilité pour sculpter le son. Ses doubles amplis séparés, sorties équilibrées et boucles d'effets multiples font de ce modèle un choix professionnel pour toutes configurations de scène et studio. Cette conception 3U en rack inclut aussi un compresseur variable et des limiteurs optocoupleurs désactivables pour une dynamique parfaitement maîtrisée. Son design robuste et ses nombreuses possibilités de routage en font un amplificateur complet et moderne, au service du son classique Ampeg.",1200,48.3,18.7,40.0,19.0,"{'Puissance RMS (8 Ohms Mono Bridgé)': '900 W', 'Puissance RMS (4 Ohms Mono Bridgé)': '1200 W', 'Puissance RMS (2 Ohms Par Canal)': '600 W x 2', ""Type d'amplification"": 'Préampli à tubes (3 x 12AX7), Amplificateur de puissance à transistors (hybride)', 'Égaliseur': 'Égaliseur graphique 9 bandes avec réglage de niveau indépendant', 'Égaliseur tonale': 'Égaliseur 3 bandes avec contrôle des mediums à 5 positions', 'Contrôles de boost': 'Boost Ultra Low (+2 dB à 50 Hz, coupure -12 dB à 560 Hz) et Ultra High (+6 dB à 5 kHz)', 'Compression': 'Compresseur variable, ratio 0 - 7:1', 'Fréquence de coupure du crossover': 'Contrôle variable du crossover interne 24 dB/octave (fonction bi-amp)', 'Sorties': '2 sorties ligne symétriques XLR (transformateur), 2 sorties ligne asym/pas asym 1/4"", 2 sorties haut-parleur 1/4"" TS ou Speakon', 'Connectique': 'Entrées 1/4"" TS avec pad -15 dB, sorties 1/4"" TS et Speakon, 2 boucles d\'effets, sorties préampli et ampli de puissance', ""Indicateur de niveau d'entrée"": 'LED peak Input', 'Fonctions additionnelles': ""Switch Bright (+6 dB à 2 kHz), footswitch pour bypass d'effets et égaliseur, réglage de fréquence centrale mediums (5 positions)"", 'Rapport signal/bruit': '85 dB', 'Gain maximum': '68 dB @ 1 kHz, tonalités centrées', 'Limiteurs': 'Optocoupleur débrayable'}",https://ampeg.com/pdf/SVT4PRO_OM.pdf,96.3,2
01K095S2X9K4X60CCHYGHM5Q60,AMPEG  - SVT-6 PRO,Tête Basse,SVT-6 PRO,"L'Ampeg SVT-6 PRO est une tête d'amplification hybride puissante combinant un préampli à lampes (6 tubes) avec un amplificateur de puissance MOSFET délivrant jusqu'à 1100 watts sous 4 ohms. Elle offre un excellent contrôle tonal grâce à un égaliseur semi-paramétrique 4 bandes avec une plage de réglage de ±18 dB, permettant un modelage précis du son. Équipée d’une compression d'entrée intégrée et d’un contrôle de la tension des tubes pour varier le caractère tonal, elle intègre aussi une boucle d'effets et une sortie symétrique. Ce modèle est reconnu pour son son riche en harmoniques, sa clarté et sa flexibilité, parfait pour les bassistes exigeants à la recherche d’une puissance sonore et d’une polyvalence avancées.",1500,48.3,10.2,38.1,18.6,"{'Puissance RMS à 4 Ohms': '1100 W', 'Puissance RMS à 8 Ohms': '750 W', ""Type d'ampli"": 'Tête hybride avec préampli à tubes et ampli de puissance MOSFET', 'Tube du préampli et driver': '4 x 12AX7, 2 x 12AU7', 'Égaliseur': 'Égaliseur semi-paramétrique 4 bandes avec +/-18 dB par bande', 'Plage des fréquences EQ semi-paramétrique': {'Basse': '30 Hz - 150 Hz', 'Bas médium': '150 Hz - 600 Hz', 'Haut médium': '600 Hz - 1 kHz', 'Aigu': '1 kHz - 6 kHz'}, 'Boost Bright switch': '+6 dB @ 2 kHz', 'Compression': ""Compression d'entrée avec ratio 4:1"", 'Sorties': 'Sorties Jack 1/4"" et Speakon®', 'Sortie ligne': 'Sortie ligne symétrique avec transformateur', ""Boucle d'effets"": 'Oui', 'Contrôle de la tension des tubes': 'Permet de modifier la sonorité en ajustant la tension entre 100 et 300 V', 'Protection': 'Limitation de courant et disjoncteur réarmable', 'Alimentation': '120 VAC 60 Hz / 100/115 VAC 50/60 Hz / 230 VAC 50/60 Hz, 1000 VA', 'Ventilation': 'Ventilateur à vitesse variable'}",https://ampeg.com/data/6/0a020a3f574465fb4d545c706/application/pdf/,95.51,3
01K095S5D8C18PVBQ2CCTNBBTA,AMPEG  - SVT-7 PRO,Tête Basse,SVT-7 PRO,"Tête d’ampli Ampeg SVT-7 PRO : 1000 watts de puissance brute dans un format ultra compact et léger, idéale pour les grosses scènes comme les petites salles.",1800,39.6,10.2,29.2,7.0,"{'Puissance RMS': '1000 watts @ 4 ohms, 600 watts @ 8 ohms', 'Préamplificateur': 'Tube (1 x JJ 12AX7)', 'Amplificateur de puissance': 'Classe D (à état solide)', 'Contrôles tonaux': 'Graves, médiums, aigus', 'Contrôle de médiums': '5 positions avec fréquences sélectionnables (220 Hz, 450 Hz, 800 Hz, 1.6 kHz, 3 kHz)', 'Boosts': 'Ultra Lo et Ultra Hi (commutateurs)', 'Compresseur': ""Optique variable embarqué, ratio ajustable jusqu'à 10:1"", 'Entrée': '-15 dB pad sélectionnable', 'Sorties': 'XLR direct (tube équilibré), casque, tuner, 2 sorties combo Speakon/Jack 1/4""', ""Boucle d'effets"": 'Boucle Send et Return séparés, contrôle FX Mix pour mix dry/wet', 'Entrée auxiliaire': 'Stéréo RCA', 'Alimentation': 'Alimentation à découpage', 'Caractéristiques supplémentaires': 'Double fonction mute/peak LED, jack footswitch, oreilles rack amovibles (sur versions neuves)', 'Réponse en fréquence': 'Contrôle de graves à 40 Hz (±12 dB), médiums réglables +10/-20 dB, aigus non spécifié', 'Compression': 'Réduit la dynamique, augmente la sustain, son transparent'}",https://ampeg.com/data/6/0a020a3f13a3f5e0b9b5bf2212/application/pdf/Owner%E2%80%99s%20Manual%20-%20English%20.pdf,92.93,3
01K095S7YV9KY3S11RSVTDKBMH,AMPEG  - PF-350 PORTAFLEX,Tête Basse,PF-350 PORTAFLEX,"L'Ampeg PF-350 Portaflex est une tête d'ampli basse compacte délivrant 350W avec un préampli à transistors et un ampli de puissance en classe D. Équipé de contrôles simples (grave, médium, aigu), d'un limiteur intégré, d'une boucle d'effets et d'une sortie directe symétrique, il assure un son légendaire Ampeg tout en offrant une grande flexibilité pour la scène et la pratique, notamment grâce à sa sortie casque/auxiliaire. Il se combine parfaitement avec les hauts-parleurs Portaflex pour un look vintage et une portabilité optimisée.",900,0,0,0,0,"{'Puissance de sortie': '350 W RMS à 4 Ω, 250 W RMS à 8 Ω (5% THD)', 'Type de préampli': 'Semi-conducteur (solid-state)', ""Type d'amplificateur de puissance"": 'Classe D', 'Contrôles de tonalité': '3 bandes : basses (+14/-12 dB @ 40 Hz), médiums (+5/-13 dB @ 500 Hz), aigus (+19/-25 dB @ 8 kHz)', 'Limiteur': 'Intégré, avec sélection et indicateur LED', 'Sortie équilibrée': 'Sortie direct XLR équilibrée', ""Boucle d'effets"": 'Présente, avec jacks Send et Return séparés', 'Entrée casque / Auxiliaire': 'Jack 1/8"" pour casque et entrée auxiliaire stéréo', ""Atténuateur d'entrée"": '-15 dB (entrée pad)', 'Connectique haut-parleur': 'Sortie haut-parleur Speakon et jack 1/4""', 'Alimentation': 'Alimentation à découpage avec sélecteur de tension (100–120 VAC ou 200-240 VAC)', 'Autres fonctionnalités': 'Indicateur Peak LED, commutateur Ultra Lo et Ultra Hi, sortie accordeur, jacks Preamp Out et Power Amp In, jack footswitch', 'Rapport signal/bruit': '75 dB (20 Hz–20 kHz, non pondéré)', 'Gain maximal': '64 dB (contrôles de tonalité centrés)', 'Consommation électrique': '100 W', 'Refroidissement': 'Ventilateur intégré'}",https://ampeg.com/pdf/PF_heads_OM.pdf,80.0,6
01K095SAGA62KW1FP70VGG33ZH,ASHDOWN - EVO900,Tête Basse,EVO900,"L'Ashdown ABM 900 EVO est une tête d'amplificateur basse puissante avec une sortie stéréo de 2 x 575 watts, offrant un son riche grâce à un préampli hybride combinant lampes 12AX7 et composants à transistors. Elle dispose d'un égaliseur paramétrique à 7 bandes, d'un générateur de sous-harmoniques pour renforcer les basses fréquences, et de deux canaux indépendants, idéale pour les scènes exigeantes et une grande polyvalence sonore.",1100,66.0,20.3,38.1,28.0,"{'Puissance de sortie': '2 x 575 W RMS (stéréo), 900 W en mono ponté', 'Réponse en fréquence': '-3 dB à 17 Hz et 30 kHz', ""Impédance d'entrée haute"": ""3,9 MΩ, plage d'entrée 150 mV - 20 V p-p"", ""Impédance d'entrée basse"": ""10 kΩ, plage d'entrée 300 mV - 40 V p-p"", 'Impédance entrée ligne stéréo': '22 kΩ, niveau nominal 0 dBu', 'Impédance retour effets': '22 kΩ, niveau nominal 0 dBu', 'Sortie tuner': '22 kΩ, niveau nominal 0 dBu', 'Sortie sub': '1 kΩ, niveau nominal 0 dBu', 'Sortie DI': '600 Ω équilibrée, niveau nominal 0 dBu', 'Sorties haut-parleurs': 'Impédance minimale 4 Ω', 'Égalisation': '7 bandes avec filtres shape push flat (+8 dB @ 50 Hz et 4 kHz, -8 dB @ 400 Hz), sliders ±15 dB à 45 Hz, 110 Hz, 340 Hz, 660 Hz, 1,3 kHz, 2,6 kHz et 7 kHz', 'Préamplificateur': 'Hybride à lampes (12AX7) et transistors', 'Fonctions supplémentaires': ""Générateur de sous-harmoniques réglable, boucle d'effets, sortie DI pré/post égalisation, sorties tuner et sub, mode switchable actif/passif"", 'Alimentation': '230/115 V'}",https://www.scribd.com/document/77522517/Ashdown-ABM-EVO-II-MANUAL,97.97,2
01K095SD1EE95NRWT805RCF14J,EBS  - TD660,Tête Basse,TD660,"Le EBS TD660 est une tête d’ampli basse hybride de 660W RMS qui combine la chaleur naturelle et la compression d’un préampli à lampe avec la puissance et la fiabilité d’une section finale à transistors. Son égaliseur 4 bandes et son filtre caractéristique permettent une tonalité mid-scooped polyvalente, tandis que ses contrôles de drive, compression et volume offrent un large éventail de sons, du clair au saturé. Il dispose également d’une sortie XLR symétrique avec simulation de haut-parleur pour la scène ou le studio, ce qui en fait un ampli puissant, flexible et précis, adapté aux musiciens exigeants.",1400,0,0,0,0,"{'Réponse en fréquence': '35 Hz - 20000 Hz', 'Impédance de sortie': '2 - 8 ohms', 'Puissance continue': '540 W RMS', 'Puissance dynamique': '660 W RMS @ 2 ohms', ""Impédance d'entrée"": '1 Mohms', 'Connectique': ['Entrée jack 6,35 mm', 'Sortie XLR équilibrée', 'Sortie ligne', 'Sortie casque', 'Sortie vers un second ampli', 'Entrées pour footswitch', ""Boucle d'effets""], 'Type de préampli': 'Analogique', 'Type de puissance': 'Classe D', 'Type de drive': 'Solid State ou Tube (ECC 83)', 'Plage de gain du drive': '0 - 34 dB', 'Compresseur intégré': 'Oui', 'Ratio max du compresseur': '3:1', 'Télécommande possible': 'Oui (fonctions Drive, Character, Filter, Mute)'}",https://media1.ebssweden.com/2016/05/TD660.pdf,80.0,6
01K095SJ73F4FCKX673W0058P3,EBS - TD600 FAFNER,Tête Basse,TD600 FAFNER,"Le EBS Fafner TD600 est une tête d'amplification basse puissante et polyvalente, conçue avec une section préampli à lampe ECC83 offrant un son chaleureux, combinée à un amplificateur de puissance MOS-FET délivrant jusqu'à 600 W sous 2 ohms. Il propose un égaliseur paramétrique complet avec commandes fines, un compresseur intégré et un système de refroidissement actif, permettant un contrôle précis du son et une grande robustesse pour la scène. Ce modèle suédois très apprécié allie puissance, flexibilité et qualité sonore haut de gamme.",2500,0,0,0,0,"{'Puissance de sortie continue': '360 W RMS @ 4 ohms, 500 W RMS @ 2 ohms', 'Puissance de sortie dynamique': '440 W RMS @ 4 ohms, 620 W RMS @ 2 ohms', 'Impédance de charge': '2 à 8 ohms', ""Impédance d'entrée"": '1 MΩ // 100 pF', 'Réponse en fréquence': '35 Hz - 20 000 Hz', 'Section tube': 'Préampli à lampe ECC83 (12AX7 européenne)', 'Gain section tube': '-0 à +34 dB', 'Compression': 'Rapport maximum 3:1', 'Contrôles de tonalité': 'Basse ±15 dB, médiums ajustables en fréquence et Q', 'Sorties': 'Line out (impédance 5 kΩ), Tuner out (impédance 100 Ω)', 'Consommation': ""Jusqu'à 600 W max"", 'Système de refroidissement': 'Ventilateur actif à température régulée'}",https://images.thomann.de/pics/atg/atgdata/document/manual/161596_fafnertd.pdf,80.0,6
01K095SMS3SYRAKD8H32483S5J,EBS - CLASSIC 500,Tête Basse,CLASSIC 500,"L'EBS Classic 500 est un ampli basse robuste et moderne, offrant une puissance de 500 W sous 2 ohms avec une section EQ précise incluant deux contrôles médiums et une fonction Drive boostée pour sculpter le son, tout en conservant un look classique. Il propose aussi une sortie XLR équilibrée flottante et une construction solide avec housse incluse.",500,0,0,0,0,"{""Impédance d'entrée"": '1 MΩ', 'Plage de gain': '-∞ à +28 dB', 'Réponse en fréquence': '35 Hz - 20 kHz', 'Filtre caractère': {'Type': 'Shelving High/Low Pass', 'Gain': '+6 dB @ 75 Hz, -2.5 dB @ 800 Hz, +3 dB @ 9 kHz'}, 'Contrôles de tonalité': {'Basses': 'Shelving +/- 15 dB @ 100 Hz', 'Bas médium': 'Sélectable de 150 à 900 Hz +/- 15 dB, Q=0.9', 'Haut médium': 'Sélectable de 1.2 à 7 kHz +/- 15 dB, Q=1.1', 'Aigus': 'Shelving +/- 15 dB @ 10 kHz'}, 'Section Drive': {'Gain': '0-30 dB', 'Compensation des basses fréquences': '< 250 Hz', 'Type de gain': 'Émulation tube Classe A'}, 'Sorties': {'Sortie XLR équilibrée': {'Niveau de sortie': '-10 dBV', 'Impédance': '< 5 kΩ', 'Options': 'Pré/Post ÉQ, Ground Lift'}, 'Sortie ligne': {'Impédance': '< 5 kΩ', 'Niveau nominal': '0 dBV'}}, 'Puissance de sortie': '500 W RMS @ 2 Ω, 440 W RMS @ 4 Ω', 'Impédance minimale des enceintes': '2 Ω'}",https://www.manualslib.com/manual/958809/Ebs-Classic-500.html,80.0,6
01K095SQGBHRKGSJ93PS4FDX7V,EDEN - WT550,Tête Basse,WT550,"Le Eden WT550 est une tête d'amplificateur basse compacte et puissante combinant préampli à lampes et amplification solid-state, délivrant 550 watts à 4 ohms. Il offre un son riche avec contrôle semi-paramétrique en 5 bandes, compresseur intégré, entrée auxiliaire stéréo et sortie DI ajustable, idéal pour la scène, l’enregistrement et la pratique silencieuse. Sa conception légère et robuste intègre un ventilateur thermostatique pour une fiabilité optimale.",750,0,0,0,0,"{'Puissance': '300 W @ 8 Ohms, 500 W @ 4 Ohms, 750 W @ 2 Ohms RMS', 'Distorsion harmonique totale (THD)': '< 0.05%', 'Réponse en fréquence': '10 Hz - 15 kHz ±2 dB', 'Contrôle tonal': '5 bandes semi-paramétriques (3 avec réglage de fréquence et niveau de ±15 dB, plus basses et aiguës en shelving avec ±15 dB)', 'Compression': 'Compresseur automatique commutable intégré', 'Entrée': ""-12 dB pad d'entrée"", 'Sorties': 'DI symétrique XLR avec lift de masse réglable, casque, accordeur, 2 sorties haut-parleurs (Jack 1/4"" et Speakon)', ""Boucle d'effets"": 'Pré-ampli mono et post-ampli stéréo', 'Entrées auxiliaires': 'Stéréo', 'Ventilation': 'Ventilateur thermostatique actif', 'Poids': '9 kg (20 lbs)', 'Caractéristiques supplémentaires': 'Conception hybride avec préampli à tubes et ampli de puissance à transistors, transformateur toroïdal, châssis en aluminium pour réduire les interférences électromagnétiques'}",https://www.fullcompass.com/common/files/18007-WT550OwnersManual.pdf,80.0,6
01K095ST2GNPJA0M6C792JP9TA,EDEN - WT800,Tête Basse,WT800,"L’Eden WT800 est une tête d’amplificateur basse hybride, combinant un préampli à tubes avec une amplification en classe D solide et légère, offrant une puissance flexible jusqu’à 880 watts en mode ponté. Il dispose d’une égalisation semi-paramétrique 5 bandes, d’un compresseur intégré et d’un système de refroidissement actif, conçu pour une grande fiabilité en tournée tout en assurant une restitution sonore riche, précise et polyvalente.",1900,0,0,48.0,0,"{'Puissance': '440 W par canal à 4 Ω, 550 W par canal à 2 Ω, 880 W en mode ponté à 8 Ω, 1100 W en mode ponté à 4 Ω', 'Réponse en fréquence': '20 Hz - 20 kHz', 'Impédance': '2 Ω, 4 Ω, 8 Ω', 'Connectique': ""Entrées stéréo, sorties haut-parleur, sortie casque, boucles d'effets pré/post, sortie DI"", 'Type de préampli': 'Tubes', ""Type d'ampli de puissance"": 'Transistors', 'Égalisation': '5 bandes semi-paramétriques', 'Compresseur intégré': 'Oui', 'Filtre passe-haut': 'Oui', 'Mode bi-amplification': 'Oui', 'Mode ponté': 'Oui', 'Refroidissement': 'Ventilation active commandée par thermostat', 'Sécurités thermiques': 'Oui', 'Alimentation': 'Sélectable 100/120 V ou 230/240 V', 'Fusible': '10 A (5 x 20 mm, lent) à 120 V, 5 A (5 x 20 mm, lent) à 240 V'}",https://www.fullcompass.com/common/files/18008-WT800OwnersManual.pdf,80.0,6
01K095SWQDZ4VRB7RX6XGE58PY,FENDER  - SUPER BASSMAN HD,Tête Basse,SUPER BASSMAN HD,"Le Fender Super Bassman HD est une tête d'amplificateur basse tout lampe de 300 watts, conçue pour les plus grandes scènes grâce à ses deux canaux commutables au pied : vintage pour un son chaud et classique, et overdrive pour un son agressif et moderne. Il intègre un système innovant de réglage automatique du bias des lampes, une sortie XLR avec contrôle de niveau et mode silencieux pour l'enregistrement, ainsi que des options poussées de tonalité avec des commandes deep et bright sur les basses et les aigus, offrant un son polyvalent et puissant adapté aux musiciens exigeants. Style vintage Fender Blackface des années 60, il combine tradition et technologie moderne pour un rendu sonore expressif et dynamique.",300,0,0,0,0,"{'Puissance de sortie': '300 W RMS', ""Type d'amplification"": 'Tout lampe (tube)', 'Tubes du préamplificateur': '2 x 12AX7', 'Tubes de la puissance': '1 x 12AX7, 1 x 12AT7, 6 x 6550', 'Nombre de canaux': '2 (Vintage et Overdrive, footswitchable)', 'Égaliseur Vintage': '3 bandes passives avec contrôle Bass (Pull Deep), Mid, Treble (Pull Bright)', 'Égaliseur Overdrive': 'Gain, Blend, Volume, Bass (Pull Deep), Mid, Frequency, Mid Level, Treble (Pull Bright) - tone stack actif', 'Commutateurs Pull': 'Bass (Deep) pour accentuer les graves, Treble (Bright) pour accentuer les aigus (sur les deux canaux)', 'Master volume': 'Avec fonction mute par pull', 'Sortie DI': 'Sortie ligne XLR avec contrôle de niveau, switch ground lift et sélection pré/post égaliseur', 'Impédance de sortie': 'Sélecteur 2, 4, 8 ohms', 'Modes': 'Canaux switchables via pédale (inclus)', 'Fonctionnalités supplémentaires': 'Système de bias automatique Fender (réajustement des tubes en continu, alerte maintenance)', 'Loop effets': ""Boucle d'effets avec pré-out et power-in (permets l'insertion d'effets externes)"", 'Entrées / Sorties': 'Entrée instrument 1/4"", sortie préampli 1/4"" (préamp out), entrée puissance 1/4"" (power amp in), XLR out', 'Style esthétique': ""Style Fender Blackface milieu 60's""}",https://www.fender.com/products/super-bassman,80.0,6
