id	name	type	model	description	price	length_cm	height_cm	width_cm	weight_kg	technical_specs	technical_doc	category_name	supercategory
01K42RYYP33ZBXWS8K03C8VXRM	ARP - PRO SOLOIST	Synthétiseur	PRO SOLOIST	<p>Le Pro Soloist constitue l'un des premiers synth&eacute;tiseurs &agrave; presets commercialement r&eacute;ussis, r&eacute;volutionnant l'approche de la synth&egrave;se portable pour les prestations live. Con&ccedil;u initialement pour accompagner les orgues &eacute;lectriques, ce synth&eacute;tiseur monophonique offre une expressivit&eacute; exceptionnelle gr&acirc;ce &agrave; son clavier aftertouch pionnier contr&ocirc;lant six effets assignables en temps r&eacute;el. Sa banque de 30 presets soigneusement programm&eacute;s couvre un large spectre sonore, des bois aux cuivres en passant par les cordes et la guitare fuzz. L'architecture unique combine un g&eacute;n&eacute;rateur de tons num&eacute;ris&eacute; ultra-stable avec des filtres analogiques authentiques et une banque de r&eacute;sonateurs formantiques 5 bandes, cr&eacute;ant des timbres acoustiques r&eacute;alistes. La construction robuste am&eacute;ricaine et la fiabilit&eacute; sup&eacute;rieure au mod&egrave;le Soloist pr&eacute;c&eacute;dent en font un instrument de choix pour les tourn&eacute;es intensives et r&eacute;sidences de cr&eacute;ation. Utilis&eacute; par Tony Banks (Genesis), Tangerine Dream, Gary Numan et Herbie Hancock, il reste l'un des synth&eacute;tiseurs solos les plus expressifs jamais cr&eacute;&eacute;s par ARP.</p>	1550	86.4	10.2	25.4	8.4	"[{""key"":""Type"",""value"":""Synth\u00e9tiseur analogique monophonique \u00e0 presets avec Touch Sensor""},{""key"":""Clavier"",""value"":""37 touches (3 octaves) sensibles \u00e0 l'aftertouch""},{""key"":""Polyphonie"",""value"":""Monophonique""},{""key"":""Presets"",""value"":""30 sons pr\u00e9d\u00e9finis (Bassoon, Flute, Trumpet, Brass, Fuzz Guitar, etc.)""},{""key"":""Oscillateur"",""value"":""1 VCO (sawtooth et pulse simultan\u00e9s)""},{""key"":""Architecture digitale"",""value"":""G\u00e9n\u00e9rateur de tons num\u00e9ris\u00e9 avec division d'horloge pour stabilit\u00e9""},{""key"":""Filtre"",""value"":""VCF 24 dB\/octave (ARP 4012) + banque de r\u00e9sonateurs 5 bandes""},{""key"":""Enveloppes"",""value"":""ADSR (Attack\/Decay\/Sustain\/Release) + AR (Attack\/Release)""},{""key"":""LFO"",""value"":""1""},{""key"":""Touch Sensor Effect"",""value"":""6 effets assignables \u00e0 l'aftertouch (pitch bend, wow, growl, brilliance, volume, vibrato)""},{""key"":""Contr\u00f4les"",""value"":""Volume, Brilliance (filtre), Touch Sensitivity, Portamento, Repeat, Speed""},{""key"":""Connectique"",""value"":""Sortie mono + casque""},{""key"":""Alimentation"",""value"":""AC secteur""}]"		Synthétiseur	Keyboards
01K42RYYTVQYWY0HBYM4GBGGNM	CRUMAR - BIT99	Synthétiseur	BIT99	"<p>Le BIT99 associe la chaleur des sonorit&eacute;s d&rsquo;orgue &agrave; tirage, piano &eacute;lectrique et clavinet vintage &agrave; une section de cordes et basses synth&eacute;tiques dans un format compact. Sa polyphonie 8 voix et ses drawbars motoris&eacute;s restituent fid&egrave;lement le toucher et le timbre classiques, tandis que les effets int&eacute;gr&eacute;s (r&eacute;verbe ressort, chorus, delay) enrichissent le grain sans mat&eacute;riel additionnel. L&eacute;ger et robuste, son bo&icirc;tier m&eacute;tallique et ses pieds antid&eacute;rapants en font un instrument fiable pour tourn&eacute;es, r&eacute;sidences et prestations live. La pr&eacute;sence de MIDI In/Out/Thru garantit une int&eacute;gration ais&eacute;e &agrave; tout backline num&eacute;rique, et sa sortie casque permet des balances rapides en r&eacute;p&eacute;tition. Id&eacute;al pour les clavi&eacute;ristes recherchant polyvalence et authenticit&eacute; sur sc&egrave;ne.</p>
<p><a class=""reset interactable cursor-pointer decoration-1 underline-offset-1 text-super hover:underline font-semibold"" href=""https://www.crumar.it/products/bit99"" target=""_blank"" rel=""nofollow noopener"">https://www.crumar.it/products/bit99</a></p>
<p><a class=""reset interactable cursor-pointer decoration-1 underline-offset-1 text-super hover:underline font-semibold"" href=""https://fr.audiofanzine.com/clavier/crumar/bit99/"" target=""_blank"" rel=""nofollow noopener"">https://fr.audiofanzine.com/clavier/crumar/bit99/</a></p>"	900	78.0	8.0	33.0	7.2	"[{""key"":""Type"",""value"":""Clavier polyphonique organique-num\u00e9rique 61 touches sensitives""},{""key"":""Polyphonie"",""value"":""8 voix (ALU-mod\u00e8les d\u2019orgue \u00e0 tirage d'\u00e9chantillons)""},{""key"":""Sections sonores"",""value"":""Orgue \u00e0 tirage 9 registres (drawbars virtuels) \/ Piano \u00e9lectrique (2 mod\u00e9lisations) \/ Clavinet (2 mod\u00e9lisations)\/  Strings (3 textures) \/ Basses synth\u00e9tiques (3 variantes)""},{""key"":""Effets"",""value"":""R\u00e9verbe \u00e0 ressort, chorus, delay, overdrive organique""},{""key"":""Contr\u00f4les audio"",""value"":""Drawbars virtuels motoris\u00e9s, transpose, pitch bend, mod wheel""},{""key"":""Sorties audio"",""value"":""Main st\u00e9r\u00e9o (Jack 6,35 mm) & Casque (Jack 6,35 mm)""},{""key"":""MIDI"",""value"":""In\/Out\/Thru (DIN 5 broches)""},{""key"":""Alimentation"",""value"":""12 V DC (adaptateur inclus)""}]"		Synthétiseur	Keyboards
01K42RYZ6D7C5Z1AWM4SDMM502	Korg Ms-20	Synthétiseur	Korg Ms-20	<p>Le MS-20 est un classique du backline pour les prestations live et r&eacute;sidences de cr&eacute;ation n&eacute;cessitant un grain analogique chaud et une grande flexibilit&eacute; sonore. Son panneau de patch permet de rediriger signaux audio et sources de modulation, offrant des possibilit&eacute;s proches d&rsquo;un synth&eacute; modulaire tout en restant compact. Les deux filtres en s&eacute;rie autorisent des usages cr&eacute;atifs (notch, band-reject) uniques &agrave; la s&eacute;rie MS. L&eacute;ger (7,7 kg) et robuste, il s&rsquo;int&egrave;gre facilement aux setups sc&eacute;niques et se connecte via CV/Gate ou en ligne directe.</p>	3600	59.6	24.9	30.9	7.7	"[{""key"":""Type"",""value"":""Synth\u00e9tiseur analogique monophonique semi-modulaire patchable""},{""key"":""Oscillateurs"",""value"":""2 VCO (saw, triangle, pulse, noise pour VCO1\u2009; saw, square, pulse, ring mod pour VCO2)""},{""key"":""Filtres"",""value"":""2 VCF en s\u00e9rie (passe-haut et passe-bas r\u00e9sonants)""},{""key"":""Enveloppes"",""value"":""2 ADSR""},{""key"":""LFO"",""value"":""1 (onde triangle, pulse, sample&hold)""},{""key"":""Modulation"",""value"":""routage modulable via panneau de patch, External Signal Processor (ESP)""},{""key"":""Polyphonie"",""value"":""monophonique""},{""key"":""Connectique"",""value"":""CV\/Gate In & Out, Trigger In & Out \/ Signal In\/Out (Jack 6,35 mm) \/ Headphones Out (Jack 6,35 mm)""},{""key"":""Alimentation"",""value"":""9 V DC, consommation 10 W""}]"		Synthétiseur	Keyboards
01K42RYZCRY4HJS583VB7C2K3N	MOOG - LITTLE PHATTY	Synthétiseur	LITTLE PHATTY	<p>Le Little Phatty propose le son Moog authentique dans un format compact, fiable et imm&eacute;diatement exploitable en live. Les deux VCO et le filtre ladder 24 dB d&eacute;livrent basses solides et leads expressifs, avec une section Overload pour ajouter du grain sans p&eacute;riph&eacute;riques externes. La m&eacute;moire de presets acc&eacute;l&egrave;re les changements de set, et la connectique (MIDI/USB selon versions, entr&eacute;es CV sur Tribute/Stage II) facilite l&rsquo;int&eacute;gration en backline et en setup hybride. Construction robuste, interface claire et r&eacute;glages d&eacute;di&eacute;s en font un choix pertinent pour tourn&eacute;e et r&eacute;sidence de cr&eacute;ation n&eacute;cessitant un mono analogique polyvalent.</p>	1250	68.6	14.0	36.2	10.5	"[{""key"":""Type"",""value"":""Synth\u00e9tiseur analogique monophonique \u00e0 commandes num\u00e9riques""},{""key"":""Clavier"",""value"":""37 touches, sensibles \u00e0 la v\u00e9locit\u00e9 (aftertouch)""},{""key"":""Oscillateurs"",""value"":""2 VCO Moog avec formes d\u2019onde continues (saw \u00e0 square)""},{""key"":""Synchronisation\/Mod"",""value"":""Sync OSC, Glide (portamento), Noise, Overload (saturation interne)""},{""key"":""Filtres"",""value"":""Ladder Moog 24 dB\/oct r\u00e9sonant, suivi de clavier, key track variable""},{""key"":""Enveloppe"",""value"":""2 g\u00e9n\u00e9rateurs ADSR (ampli et filtre) d\u00e9di\u00e9s""},{""key"":""LFO"",""value"":""1 (formes triangle\/square\/saw\/ramp, assignable aux VCO\/VCF)""},{""key"":""Modulation"",""value"":""Pitch et Mod wheels, section Mod assignable""},{""key"":""Entr\u00e9es\/Sorties"",""value"":""Sortie audio mono 6,35 mm, entr\u00e9e audio externe (traitement via filtre\/overload)""},{""key"":""Alimentation"",""value"":""Interne, secteur 100\u2013240 V AC""}]"		Synthétiseur	Keyboards
01K42RYZMC6BGB8SAMSP9DQANG	ROLAND - JX3P	Synthétiseur	JX3P	"<p>Le Roland JX-3P combine chaleur analogique et commandes MIDI, offrant 6 voix polyphoniques pour les nappes, leads et basses classiques des ann&eacute;es 1980. Sa section chorus st&eacute;r&eacute;o enrichit le son avec profondeur et largeur, tandis que le portamento r&eacute;glable et les modes Unison/Chord facilitent la cr&eacute;ation d&rsquo;effets gliss&eacute;s et d&rsquo;accords. La programmation native &eacute;tant minimaliste, le module de contr&ocirc;le PG-200 (optionnel) permet un acc&egrave;s direct aux param&egrave;tres pour un usage live et studio fluide. Compact et robuste, le JX-3P s&rsquo;int&egrave;gre ais&eacute;ment dans tout backline professionnel, offrant un caract&egrave;re sonore vintage avec l&rsquo;ergonomie du MIDI.</p>
<p><a class=""reset interactable cursor-pointer decoration-1 underline-offset-1 text-super hover:underline font-semibold"" href=""https://fr.audiofanzine.com/synthe-analogique/roland/jx-3p/"" target=""_blank"" rel=""nofollow noopener"">https://fr.audiofanzine.com/synthe-analogique/roland/jx-3p/</a></p>"	850	82.0	8.9	33.6	8.8	"[{""key"":""Type"",""value"":""Synth\u00e9tiseur analogique polyphonique 6 voix avec MIDI""},{""key"":""Oscillateurs"",""value"":""2 VCO par voix (ondes sawtooth et pulse)""},{""key"":""Filtes"",""value"":""1 VCF multimode 24 dB\/octave (passe-bas, passe-haut)""},{""key"":""Enveloppes"",""value"":""2 ADSR (filtre et amplitude)""},{""key"":""LFO"",""value"":""1 (onde triangle, sample & hold)""},{""key"":""Polyphonie"",""value"":""6 voix par circuit d\u2019accord \u00e0 diode""},{""key"":""Programmation"",""value"":""32 m\u00e9moires internes, portamento et portamento time""},{""key"":""MIDI"",""value"":""In\/Out\/Thru pour pilotage externe et synchronisation""},{""key"":""Connectique"",""value"":""Sortie st\u00e9r\u00e9o (L\/MONO, R), casque, entr\u00e9e pedal (portamento ou volume), DIN MIDI""},{""key"":""Alimentation"",""value"":""AC 117\/230 V, consommation 10 W""}]"		Synthétiseur	Keyboards
01K42RYZT22RM8DTNXJ15FF2F1	SEQUENTIAL - CIRCUIT PROPHET 2000	Synthétiseur	CIRCUIT PROPHET 2000	"<p>Le Prophet 2000 marque l'entr&eacute;e r&eacute;volutionnaire de Sequential Circuits dans l'univers du sampling abordable, offrant une qualit&eacute; 12 bits sup&eacute;rieure aux standards 8 bits de l'&eacute;poque. Cette machine hybride combine la technologie num&eacute;rique d'&eacute;chantillonnage avec un traitement analogique authentique via ses filtres CEM3379 et VCA, h&eacute;rit&eacute;s du l&eacute;gendaire Prophet-5. Son architecture multitimbrale pionni&egrave;re permet d'assigner dynamiquement les 8 voix sur 16 canaux MIDI simultan&eacute;ment, r&eacute;volutionnant les possibilit&eacute;s cr&eacute;atives en live et studio. La fonction de bouclage automatique avec d&eacute;tection zero-crossing facilite consid&eacute;rablement l'&eacute;dition, tandis que les boucles sustain/release distinctes offrent des possibilit&eacute;s sonores uniques. Malgr&eacute; sa m&eacute;moire limit&eacute;e, cet instrument historique de 1985 reste pris&eacute; pour son caract&egrave;re lo-fi chaleureux et sa polyvalence exceptionnelle, alliant sampling, synth&egrave;se analogique et s&eacute;quen&ccedil;age. Parfaitement adapt&eacute; aux prestations live exigeantes et r&eacute;sidences de cr&eacute;ation recherchant ce grain vintage inimitable.</p>
<p><strong>Manuel constructeur :</strong>&nbsp;<a class=""reset interactable cursor-pointer decoration-1 underline-offset-1 text-super hover:underline font-semibold"" href=""https://synthfool.com/docs/SequentialCircuits/Prophet_Series/Sequential%20Circuits%20Prophet%202000%20Owners%20Manual.pdf"" target=""_blank"" rel=""nofollow noopener"" data-state=""closed"">https://synthfool.com/docs/SequentialCircuits/Prophet_Series/Sequential%20Circuits%20Prophet%202000%20Owners%20Manual.pdf</a></p>"	544	92.0	10.0	36.0	18.1	"[{""key"":""Type"",""value"":""Synth\u00e9tiseur sampler clavier 12 bits multitimbral""},{""key"":""Polyphonie"",""value"":""8 voix""},{""key"":""Echantillonage"",""value"":""12 bits \u00e0 15,625 kHz, 31,25 kHz et 41,667 kHz""},{""key"":""M\u00e9moire d'\u00e9chantillon"",""value"":""256 kilowords (extensible \u00e0 512 kilowords)""},{""key"":""Dur\u00e9e d'\u00e9chantillonage maximum"",""value"":""30 secondes \u00e0 basse r\u00e9solution""},{""key"":""Clavier"",""value"":""61 touches v\u00e9locit\u00e9 sensitive""},{""key"":""Multitimbralit\u00e9"",""value"":""8 canaux MIDI (Mode 4)""},{""key"":""Filtres"",""value"":""8 VCF analogiques r\u00e9sonants (CEM3379, un par voix)""},{""key"":""VCA"",""value"":""8 amplificateurs analogiques (un par voix)""},{""key"":""Enveloppes"",""value"":""ADSR d\u00e9di\u00e9es pour filtre et amplitude""},{""key"":""LFO"",""value"":""1 oscillateur basse fr\u00e9quence""},{""key"":""Effets"",""value"":""Arp\u00e9giateur up\/down, mode Stack (jusqu'\u00e0 4 sons empil\u00e9s avec d\u00e9saccordage\/retard)""},{""key"":""Connectique MIDI"",""value"":""In, Out, Thru""},{""key"":""Stockage externe"",""value"":""Disquettes 3,5\"" DSDD""},{""key"":""Entr\u00e9es audio"",""value"":""Micro\/ligne (niveau commutable)""},{""key"":""Sorties audio"",""value"":""St\u00e9r\u00e9o principale, sorties individuelles optionnelles""},{""key"":""ROM interne"",""value"":""16 formes d'onde pr\u00e9install\u00e9es (guitare, orgue, cloches, Prophet-5)""},{""key"":""Affichage"",""value"":""LED 3 caract\u00e8res d\u00e9cimal""},{""key"":""Fonctions avanc\u00e9es"",""value"":""Boucles sustain et release, \u00e9dition zero-crossing automatique""}]"		Synthétiseur	Keyboards
01K42RZ05KG7E9FZEGPWBQN2M1	YAMAHA - CS 15D	Synthétiseur	CS 15D	<p>Le CS-15D constitue une solution analogique polyvalente et abordable pour les prestations live, tourn&eacute;es et r&eacute;sidences de cr&eacute;ation musicale. Ce synth&eacute;tiseur dual-channel offre une approche unique combinant 29 presets soigneusement programm&eacute;s avec une section manuelle compl&egrave;te pour la synth&egrave;se cr&eacute;ative. Sa particularit&eacute; r&eacute;side dans son architecture &agrave; deux canaux ind&eacute;pendants, permettant de m&eacute;langer diff&eacute;rents presets ou d'utiliser la section manuelle avec ses filtres multimode caract&eacute;ristiques de la s&eacute;rie CS. Le filtre 12 dB/octave passe-bas, passe-haut et passe-bande d&eacute;livre le grain chaleureux et percussif propre aux synth&eacute;tiseurs Yamaha des ann&eacute;es 70-80, particuli&egrave;rement appr&eacute;ci&eacute; pour les basses solides et les leads expressifs. La construction robuste japonaise et la simplicit&eacute; d'utilisation en font un instrument fiable pour l'usage sc&eacute;nique intensif. Compatible CV/Gate (standard Hz/V), il s'int&egrave;gre parfaitement dans les setups modulaires et les configurations live cr&eacute;atives.</p>	725	85.4	13.4	34.6	12.0	"[{""key"":""Type"",""value"":""Synth\u00e9tiseur analogique monophonique dual-channel avec section manuelle""},{""key"":""Clavier"",""value"":""37 touches (3 octaves)""},{""key"":""Architecture"",""value"":""2 VCO ind\u00e9pendants avec routage dual""},{""key"":""Polyphonie"",""value"":""Monophonique (duophonique via CV\/Gate externes)""},{""key"":""Presets"",""value"":""29 sons r\u00e9partis sur 2 canaux (Canal 1: 15 presets, Canal 2: 14 presets + section manuelle)""},{""key"":""Oscillateurs"",""value"":""VCO pulse\/saw avec contr\u00f4le PWM, octaves 2'-32'""},{""key"":""Filtre"",""value"":""12 dB\/octave r\u00e9sonant (multimode : passe-bas, passe-haut, passe-bande)""},{""key"":""Enveloppes"",""value"":""2 x ADSR d\u00e9di\u00e9es (filtre et amplificateur)""},{""key"":""LFO"",""value"":""1 oscillateur (sine, square, sample & hold, repeat)""},{""key"":""Modulation"",""value"":""Pitch wheel, mod wheel, brilliance slider""},{""key"":""Portamento"",""value"":""Contr\u00f4le de glissement entre notes""},{""key"":""CV\/Gates"",""value"":""2 entr\u00e9es CV + 2 entr\u00e9es Gate (Hz\/V Yamaha)""},{""key"":""Sorties"",""value"":""Mono Line Out + casque""},{""key"":""Alimentation"",""value"":""AC 230V, consommation 25W""}]"		Synthétiseur	Keyboards
01K42RZ0CNZB82KJ649JYDJFRC	YAMAHA - DX7IID	Synthétiseur	DX7IID	<p>Le DX7IID est une version &eacute;volu&eacute;e du mythique DX7, offrant 16 voix de polyphonie FM et un clavier sensible &agrave; la v&eacute;locit&eacute; avec aftertouch pour une expressivit&eacute; accrue en live. Sa structure &agrave; six op&eacute;rateurs et 32 algorithmes permet de sculpter des sons FM riches, allant de percussions m&eacute;talliques aux nappes &eacute;th&eacute;r&eacute;es. Les 32 m&eacute;moires internes et la compatibilit&eacute; cartouches facilitent la gestion des programmes sur sc&egrave;ne. Un chorus int&eacute;gr&eacute; &agrave; trois niveaux apporte une profondeur sans mat&eacute;riel additionnel. L&eacute;ger et robuste, ce synth&eacute;tiseur se pr&ecirc;te parfaitement aux tourn&eacute;es et r&eacute;sidences de cr&eacute;ation, avec un bo&icirc;tier m&eacute;tallique et des contr&ocirc;les d&eacute;di&eacute;s offrant un acc&egrave;s rapide aux param&egrave;tres. La connectique MIDI compl&egrave;te garantit une int&eacute;gration ais&eacute;e &agrave; tout backline num&eacute;rique professionnel.</p>	625	101.0	12.0	32.0	8.5	"[{""key"":""Type"",""value"":""Synth\u00e9tiseur FM digital 6 op\u00e9rateurs, 16 voix""},{""key"":""Algorithmes"",""value"":""32 algorithmes de modulation FM""},{""key"":""Memoire"",""value"":""32 emplacements internes, support cartouches RAM\/ROM""},{""key"":""Polyphonie"",""value"":""16 voix simultan\u00e9es""},{""key"":""Clavier"",""value"":""61 touches sensibles \u00e0 la v\u00e9locit\u00e9, aftertouch""},{""key"":""Echantillonage"",""value"":""32 \u00e9chantillons PCM (percus\u00adsions, effets)""},{""key"":""Edition"",""value"":""Param\u00e8tres d\u2019op\u00e9rateurs (enveloppes, taux, niveau) et de feedback""},{""key"":""Filtres"",""value"":""Filtrage num\u00e9rique multi-pente int\u00e9gr\u00e9s par op\u00e9rateur""},{""key"":""Effets internes"",""value"":""Chorus \u00e0 3 niveaux""},{""key"":""Sorties"",""value"":""6 sorties assignables (jack 6,35 mm), sortie casque""},{""key"":""MIDI"",""value"":""In\/Out\/Thru avec sysex complet""},{""key"":""Alimentation"",""value"":""AC 100\u2013240 V, consommation 16 W""}]"		Synthétiseur	Keyboards
01K42TV9J1BM4Q1AXEMMT4TZEW	KORG - M1	Synthétiseur	M1	<p>Workstation r&eacute;volutionnaire de 1988 fondatrice de la synth&egrave;se AI (Advanced Integrated) bas&eacute;e sur &eacute;chantillons PCM 16-bit. Premier synth&eacute;tiseur int&eacute;grant s&eacute;quenceur 8 pistes MIDI professionnel dans format compact transportable. ROM 4 MB contenant 100 multisounds acoustiques et ethniques in&eacute;dits plus 44 sons de batterie haute qualit&eacute;. Polyphonie 16 voix avec dual-oscillateur ou 8 voix en mode combinaison multicouche. Effets num&eacute;riques multiples int&eacute;gr&eacute;s (33 types) : reverb, delay, chorus, distorsion, simulation Leslie - innovation majeure pour l'&eacute;poque. Mode Combi r&eacute;volutionnaire permettant split, layer, velocity switch et multi 8 parties simultan&eacute;es. Interface directe avec &eacute;cran LCD 2&times;40 caract&egrave;res et 8 boutons d'&eacute;dition contextuels. Connectique 4 sorties audio individuelles pour mixage externe. Expansion possible via cartes PCM ROM et cartes RAM programmes/s&eacute;quences.</p>	450	105.8	11.0	35.6	13.5	"[{""key"":""Clavier"",""value"":""61 touches v\u00e9locit\u00e9 + aftertouch canal""},{""key"":""Polyphonie"",""value"":""16 voix (1 osc) \/ 8 voix (2 osc)""},{""key"":""Multitimbralit\u00e9"",""value"":""8 parties""},{""key"":""M\u00e9moire sons"",""value"":""ROM 4 MB PCM 16-bit (100 multisounds + 44 drums)""},{""key"":""Programmes & Combinaisons"",""value"":""100 internal + 100 carte RAM (single\/layer\/split\/velocity\/multi)""},{""key"":""S\u00e9quenceur"",""value"":""8 pistes, 10 songs, 100 patterns, 4400\/7700 notes""},{""key"":""Effets"",""value"":""2 processeurs st\u00e9r\u00e9o multiples (33 types)""},{""key"":""Sorties"",""value"":""4 audio individuelles + casque st\u00e9r\u00e9o""},{""key"":""MIDI"",""value"":""In\/Out\/Thru complet""},{""key"":""Expansion"",""value"":""2 slots (PCM ROM + RAM programmes)""},{""key"":""Ann\u00e9es"",""value"":""1988-1995""}]"		Synthétiseur	Keyboards
01K44SQYN1Z6HD964DBSPXGCPM	Nord - Lead 2X	Synthétiseur	Lead 2X	"<p data-start=""72"" data-end=""489"">Synth&eacute;tiseur analogique virtuel 49 touches produit de 2003 &agrave; 2007, &eacute;volution du Nord Lead 2 avec am&eacute;liorations hardware significatives. Polyphonie &eacute;tendue &agrave; 20 voix contre 16 pr&eacute;c&eacute;demment, m&eacute;moire interne massifi&eacute;e (990 programmes vs 40 originaux), convertisseurs 24-bit/96 kHz rempla&ccedil;ant les 18-bit du Lead 2. Architecture double oscillateur avec morphing v&eacute;locit&eacute;/molette exclusif Nord permettant transition fluide entre deux r&eacute;glages par param&egrave;tre. Synth&egrave;se VA purement soustractive : OSC1 (sin/tri/saw/pulse), OSC2 (tri/saw/pulse/noise), hard sync, ring mod, FM lin&eacute;aire. Filtre multimodes avec distorsion int&eacute;gr&eacute;e. 4 sorties audio ind&eacute;pendantes par slot pour traitement externe. Compatibilit&eacute; patches 100% avec Lead 2. Finition rouge iconique avec panneaux contr&ocirc;le argent&eacute;s. Pitch stick bois brevet&eacute; sans zone morte et molette modulation. Interface directe : 1 knob par fonction, pas de menus.</p>
<p data-start=""72"" data-end=""489""><strong>Constructeur :</strong>&nbsp;<a class=""reset interactable cursor-pointer decoration-1 underline-offset-1 text-super hover:underline font-semibold"" href=""https://www.nordkeyboards.com/legacy-products/nord-lead-2x/"" target=""_blank"" rel=""nofollow noopener"" data-state=""closed"">https://www.nordkeyboards.com/legacy-products/nord-lead-2x/</a></p>"	900	26.5	9.0	86.5	5.3	"[{""key"":""Clavier"",""value"":""49 touches v\u00e9locit\u00e9 (4 octaves), octave shift \u00b12""},{""key"":""Polyphonie"",""value"":""20 voix""},{""key"":""Multitimbralit\u00e9"",""value"":""4 parts (slots) ind\u00e9pendants""},{""key"":""Oscillateurs"",""value"":""OSC1 (sin\/tri\/saw\/pulse), OSC2 (tri\/saw\/pulse\/noise)""},{""key"":""Filtre"",""value"":""Multimodes LP\/BP\/HP 24dB, distorsion, FM, ring mod, hard sync""},{""key"":""LFO"",""value"":""2\u00d7 (tri\/saw\/square\/S&H\/noise\/random), sync\/free running""},{""key"":""Enveloppes"",""value"":""2\u00d7 ADSR (filter, amp)""},{""key"":""M\u00e9moire"",""value"":""990 programmes (396 user), 400 performances (100 user)""},{""key"":""Morphing"",""value"":""V\u00e9locit\u00e9 + molette\/p\u00e9dale par param\u00e8tre""},{""key"":""Sorties"",""value"":""4\u00d7 jack mono + casque st\u00e9r\u00e9o""},{""key"":""MIDI"",""value"":""In\/Out\/Thru, 4 canaux simultan\u00e9s""},{""key"":""Convertisseurs"",""value"":""24-bit\/96 kHz""},{""key"":""Ann\u00e9es"",""value"":""2003-2007""}]"		Synthétiseur	Keyboards
01K44V4SYETTGJ97MFCXZRPDNK	ROLAND - JUNO 60	Synthétiseur	JUNO 60	"<p class=""my-2 [&amp;+p]:mt-4 [&amp;_strong:has(+br)]:inline-block [&amp;_strong:has(+br)]:pb-2"">Synth&eacute;tiseur analogique polyphonique 6 voix produit de septembre 1982 &agrave; f&eacute;vrier 1984, successeur du Juno-6 avec ajout m&eacute;moire patches (56 presets) et connecteur DCB pr&eacute;curseur MIDI. Premier synth&eacute; polyphonique r&eacute;ellement stable gr&acirc;ce aux DCO (Digitally Controlled Oscillators) rempla&ccedil;ant les VCO traditionnels sujets aux d&eacute;rives. Architecture simple : 1 DCO par voix (pulse/saw/square), sous-oscillateur, filtre passe-haut non-r&eacute;sonant, filtre passe-bas r&eacute;sonant IR3109, VCA, envelope ADSR, LFO. Chorus st&eacute;r&eacute;o l&eacute;gendaire bas&eacute; sur BBD (bucket brigade) avec 2 vitesses (0,4 Hz et 0,6 Hz) combinables pour effet renforc&eacute;. Arp&eacute;giateur int&eacute;gr&eacute; up/down. Circuit discret enti&egrave;rement analogique except&eacute; DCO, consid&eacute;r&eacute; plus chaud et puissant que le Juno-106 qui lui succ&egrave;de. Pas de connectivit&eacute; MIDI native (r&eacute;trofit possible). Contr&ocirc;le externe via JSQ-60 sequencer optionnel.​</p>"	1982	106.0	11.3	37.8	12.0	"[{""key"":""Polyphonie"",""value"":""6 voix""},{""key"":""Clavier"",""value"":""61 touches (5 octaves), synth action""},{""key"":""Oscillateurs"",""value"":""1x DCO par voix (pulse, saw, square), sous-oscillateur""},{""key"":""Filtres"",""value"":""HPF non-r\u00e9sonant, LFO r\u00e9sonant 24 dB\/octave (IR3109)""},{""key"":""Enveloppe"",""value"":""1x ADSR (Attack 1ms-3s, Decay 2ms-12s, Sustain 0-100%, Release 2ms-12s)""},{""key"":""LFO"",""value"":""Rate 0,3 Hz-20 Hz, formes triangle\/square, retard variable""},{""key"":""Effets"",""value"":""Chorus st\u00e9r\u00e9o 2 vitesses (0,4 Hz \/ 0,6 Hz)""},{""key"":""M\u00e9moire"",""value"":""56 patches + 20 patches cach\u00e9s (banques 6-7-8-9)""},{""key"":""Arp\u00e9giateur"",""value"":""Up\/Down, hold""},{""key"":""Connectique"",""value"":""Audio st\u00e9r\u00e9o L\/R, casque, pedal sustain, pedal program, cassette interface, DCB""},{""key"":""Alimentation"",""value"":""30W AC (100\/120\/220\/240V)""},{""key"":""Ann\u00e9es"",""value"":""1982-1984""}]"		Synthétiseur	Keyboards
